"Collection Name","Title#1","Title Type#1","Name#1","Name Role#1","Name URI#1","Name#2","Name Role#2","Name URI#2","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Genre#2","Genre URI#2","Publisher#1","Date Issued#1","Date Created#1","Date Published#1","Date Captured#1","Language Term#1","Language Term URI#1","Form#1","Form URI#1","Extent#1","Internet Media Type#1","Internet Media Type URI#1","Digital Origin#1","Physical Description Note#1","Form#2","Form URI#2","Abstract#1","Note#1","Note Type#1","Note#2","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Topic#4","Subject Topic URI#4","Subject Topic#5","Subject Topic URI#5","Subject Topic#6","Subject Topic URI#6","Subject Topic#7","Subject Topic URI#7","Subject Topic#8","Subject Topic URI#8","Subject Name#1","Subject Name URI#1","Subject Name#2","Subject Name URI#2","Subject Name#3","Subject Name URI#3","Subject Name#4","Subject Name URI#4","Subject Name#5","Subject Name URI#5","Subject Name#6","Subject Name URI#6","Subject Name#7","Subject Name URI#7","Subject Name#8","Subject Name URI#8","Subject Name#9","Subject Name URI#9","Subject Geographic#1","Subject Geographic URI#1","Subject Geographic#2","Subject Geographic URI#2","Subject Geographic#3","Subject Geographic URI#3","Subject Temporal#1","Subject Temporal URI#1","Subject Title#1","Subject Title URI#1","Local Identifier#1","Persistent Identifier#1","Reference Identifier#1","Reference Identifier#2","Physical Location#1","Shelf Locator#1","Related Item Title#1","Related Item Type#1","Related Item Identifier#1","Related Item Title#2","Related Item Type#2","Related Item Identifier#2","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Glenn Miller Digital Collection","Glenn Miller Orchestra at Glen Island Casino, New Rochelle, New York","Devised","Brock, Howard","photographer","local","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","group portraits","http://vocab.getty.edu/page/aat/300124525","concert photography","local","","","1939","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/jpeg","local","digitized other analog","","","","A photograph depicting members of the Glen Miller Orchestra while they perform at the Glen Island Casino in New York.","","","","Big bands","http://id.loc.gov/authorities/subjects/sh85013942","Jazz","http://id.loc.gov/authorities/subjects/sh85069833","Swing (Music)","http://id.loc.gov/authorities/subjects/sh90002707","Band musicians","http://id.loc.gov/authorities/subjects/sh85011501","","","","","","","","","Glenn Miller Orchestra","http://id.loc.gov/authorities/names/n93005948","Glen Island Casino Orchestra","http://id.loc.gov/authorities/names/no2008061698","","","","","","","","","","","","","","","New Rochelle (Westchester, New York, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/2070774","","","","","","","","","COU-5151_b1_glennMillerGlenIslandCasino_02.jpg","https://doi.org/10.60807/0aaljx","N/A","","University of Colorado Boulder Libraries Archives","Howard Brock photographs (COU: 5151) | box 1","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - GM SF2 copy.jpg","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - Last corrected x.jpg","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","85","1256990","5595","COU-5151_b1_glennMillerGlenIslandCasino_02.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~85~1256990"
"Glenn Miller Digital Collection","Glenn Miller Orchestra at Glen Island Casino, New Rochelle, New York","Devised","Brock, Howard","photographer","local","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","group portraits","http://vocab.getty.edu/page/aat/300124525","concert photography","local","","","1939","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/jpeg","local","digitized other analog","","","","A photograph depicting members of the Glen Miller Orchestra while they perform at the Glen Island Casino in New York. Performers from left to right include Al Klink on saxophone, Rollie Bundock on bass, Miller, Tex Beneke, and Clyde Hurley on trumpet.","","","","Big bands","http://id.loc.gov/authorities/subjects/sh85013942","Jazz","http://id.loc.gov/authorities/subjects/sh85069833","Swing (Music)","http://id.loc.gov/authorities/subjects/sh90002707","Band musicians","http://id.loc.gov/authorities/subjects/sh85011501","","","","","","","","","Glenn Miller Orchestra","http://id.loc.gov/authorities/names/n93005948","Glen Island Casino Orchestra","http://id.loc.gov/authorities/names/no2008061698","","","","","","","","","","","","","","","New Rochelle (Westchester, New York, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/2070774","","","","","","","","","COU-5151_b1_glennMillerGlenIslandCasino_03.jpg","https://doi.org/10.60807/3zt8pb","N/A","","University of Colorado Boulder Libraries Archives","Howard Brock photographs (COU: 5151) | box 1","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - GM SF2 copy.jpg","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - Last corrected x.jpg","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","86","1256989","5595","COU-5151_b1_glennMillerGlenIslandCasino_03.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~86~1256989"
"Glenn Miller Digital Collection","Glenn Miller Orchestra at Glen Island Casino, New Rochelle, New York","Devised","Brock, Howard","photographer","local","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","group portraits","http://vocab.getty.edu/page/aat/300124525","concert photography","local","","","1939","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/jpeg","local","digitized other analog","","","","A photograph depicting members of the Glen Miller Orchestra while they perform at the Glen Island Casino in New York. Glenn Miller can be seen playing with a mute.","","","","Big bands","http://id.loc.gov/authorities/subjects/sh85013942","Jazz","http://id.loc.gov/authorities/subjects/sh85069833","Swing (Music)","http://id.loc.gov/authorities/subjects/sh90002707","Band musicians","http://id.loc.gov/authorities/subjects/sh85011501","","","","","","","","","Glenn Miller Orchestra","http://id.loc.gov/authorities/names/n93005948","Glen Island Casino Orchestra","http://id.loc.gov/authorities/names/no2008061698","","","","","","","","","","","","","","","New Rochelle (Westchester, New York, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/2070774","","","","","","","","","COU-5151_b1_glennMillerGlenIslandCasino_04.jpg","https://doi.org/10.60807/91jzso","N/A","","University of Colorado Boulder Libraries Archives","Howard Brock photographs (COU: 5151) | box 1","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - GM SF2 copy.jpg","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - Last corrected x.jpg","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","87","1256988","5595","COU-5151_b1_glennMillerGlenIslandCasino_04.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~87~1256988"
"Glenn Miller Digital Collection","Glenn Miller Orchestra at Glen Island Casino, New Rochelle, New York","Devised","Brock, Howard","photographer","local","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","group portraits","http://vocab.getty.edu/page/aat/300124525","concert photography","local","","","1939","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/jpeg","local","digitized other analog","","","","A photograph depicting members of the Glen Miller Orchestra while they perform at the Glen Island Casino in New York. The musician in this picture is Maurice Purtill on drums.","","","","Big bands","http://id.loc.gov/authorities/subjects/sh85013942","Jazz","http://id.loc.gov/authorities/subjects/sh85069833","Swing (Music)","http://id.loc.gov/authorities/subjects/sh90002707","Band musicians","http://id.loc.gov/authorities/subjects/sh85011501","","","","","","","","","Glenn Miller Orchestra","http://id.loc.gov/authorities/names/n93005948","Glen Island Casino Orchestra","http://id.loc.gov/authorities/names/no2008061698","","","","","","","","","","","","","","","New Rochelle (Westchester, New York, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/2070774","","","","","","","","","COU-5151_b1_glennMillerGlenIslandCasino_05.jpg","https://doi.org/10.60807/bgibks","N/A","","University of Colorado Boulder Libraries Archives","Howard Brock photographs (COU: 5151) | box 1","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - GM SF2 copy.jpg","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - Last corrected x.jpg","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","88","1256987","5595","COU-5151_b1_glennMillerGlenIslandCasino_05.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~88~1256987"
"Glenn Miller Digital Collection","Glenn Miller Orchestra at Glen Island Casino, New Rochelle, New York","Devised","Brock, Howard","photographer","local","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","group portraits","http://vocab.getty.edu/page/aat/300124525","concert photography","local","","","1939","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/jpeg","local","digitized other analog","","","","A photograph depicting members of the Glen Miller Orchestra while they perform at the Glen Island Casino in New York. The musician in this picture is Maurice Purtill on drums.","","","","Big bands","http://id.loc.gov/authorities/subjects/sh85013942","Jazz","http://id.loc.gov/authorities/subjects/sh85069833","Swing (Music)","http://id.loc.gov/authorities/subjects/sh90002707","Band musicians","http://id.loc.gov/authorities/subjects/sh85011501","","","","","","","","","Glenn Miller Orchestra","http://id.loc.gov/authorities/names/n93005948","Glen Island Casino Orchestra","http://id.loc.gov/authorities/names/no2008061698","","","","","","","","","","","","","","","New Rochelle (Westchester, New York, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/2070774","","","","","","","","","COU-5151_b1_glennMillerGlenIslandCasino_06.jpg","https://doi.org/10.60807/qlwhz1","N/A","","University of Colorado Boulder Libraries Archives","Howard Brock photographs (COU: 5151) | box 1","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - GM SF2 copy.jpg","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - Last corrected x.jpg","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","89","1256986","5595","COU-5151_b1_glennMillerGlenIslandCasino_06.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~89~1256986"
"Glenn Miller Digital Collection","Glenn Miller Orchestra at Glen Island Casino, New Rochelle, New York","Devised","Brock, Howard","photographer","local","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","group portraits","http://vocab.getty.edu/page/aat/300124525","concert photography","local","","","1939","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/jpeg","local","digitized other analog","","","","A photograph depicting members of the Glen Miller Orchestra while they perform at the Glen Island Casino in New York. The musician in this picture is Maurice Purtill on drums.","","","","Big bands","http://id.loc.gov/authorities/subjects/sh85013942","Jazz","http://id.loc.gov/authorities/subjects/sh85069833","Swing (Music)","http://id.loc.gov/authorities/subjects/sh90002707","Band musicians","http://id.loc.gov/authorities/subjects/sh85011501","","","","","","","","","Glenn Miller Orchestra","http://id.loc.gov/authorities/names/n93005948","Glen Island Casino Orchestra","http://id.loc.gov/authorities/names/no2008061698","","","","","","","","","","","","","","","New Rochelle (Westchester, New York, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/2070774","","","","","","","","","COU-5151_b1_glennMillerGlenIslandCasino_07.jpg","https://doi.org/10.60807/5nyfjx","N/A","","University of Colorado Boulder Libraries Archives","Howard Brock photographs (COU: 5151) | box 1","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - GM SF2 copy.jpg","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - Last corrected x.jpg","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","90","1256985","5595","COU-5151_b1_glennMillerGlenIslandCasino_07.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~90~1256985"
"Glenn Miller Digital Collection","Glenn Miller Orchestra at Glen Island Casino, New Rochelle, New York","Devised","Brock, Howard","photographer","local","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","group portraits","http://vocab.getty.edu/page/aat/300124525","concert photography","local","","","1939","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/jpeg","local","digitized other analog","","","","AA photograph depicting members of the Glen Miller Orchestra while they perform at the Glen Island Casino in New York. Marion Hutton is sitting in the middle of this photograph.","","","","Big bands","http://id.loc.gov/authorities/subjects/sh85013942","Jazz","http://id.loc.gov/authorities/subjects/sh85069833","Swing (Music)","http://id.loc.gov/authorities/subjects/sh90002707","Band musicians","http://id.loc.gov/authorities/subjects/sh85011501","","","","","","","","","Glenn Miller Orchestra","http://id.loc.gov/authorities/names/n93005948","Glen Island Casino Orchestra","http://id.loc.gov/authorities/names/no2008061698","Hutton, Marion","http://id.worldcat.org/fast/347654","","","","","","","","","","","","","New Rochelle (Westchester, New York, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/2070774","","","","","","","","","COU-5151_b1_glennMillerGlenIslandCasino_08.jpg","https://doi.org/10.60807/a4ns85","N/A","","University of Colorado Boulder Libraries Archives","Howard Brock photographs (COU: 5151) | box 1","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - GM SF2 copy.jpg","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - Last corrected x.jpg","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","91","1256998","5595","COU-5151_b1_glennMillerGlenIslandCasino_08.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~91~1256998"
"Glenn Miller Digital Collection","Glenn Miller Orchestra at Glen Island Casino, New Rochelle, New York","Devised","Brock, Howard","photographer","local","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","group portraits","http://vocab.getty.edu/page/aat/300124525","concert photography","local","","","1939","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/jpeg","local","digitized other analog","","","","A photograph depicting members of the Glen Miller Orchestra while they perform at the Glen Island Casino in New York. This photograph depicts the technology used by NBC to broadcast the band on their radio station while they perform live.","","","","Big bands","http://id.loc.gov/authorities/subjects/sh85013942","Jazz","http://id.loc.gov/authorities/subjects/sh85069833","Swing (Music)","http://id.loc.gov/authorities/subjects/sh90002707","Band musicians","http://id.loc.gov/authorities/subjects/sh85011501","","","","","","","","","Glenn Miller Orchestra","http://id.loc.gov/authorities/names/n93005948","Glen Island Casino Orchestra","http://id.loc.gov/authorities/names/no2008061698","","","","","","","","","","","","","","","New Rochelle (Westchester, New York, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/2070774","","","","","","","","","COU-5151_b1_glennMillerGlenIslandCasino_09.jpg","https://doi.org/10.60807/kkp7r2","N/A","","University of Colorado Boulder Libraries Archives","Howard Brock photographs (COU: 5151) | box 1","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - GM SF2 copy.jpg","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - Last corrected x.jpg","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","92","1256997","5595","COU-5151_b1_glennMillerGlenIslandCasino_09.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~92~1256997"
"Glenn Miller Digital Collection","Glenn Miller Orchestra at Glen Island Casino, New Rochelle, New York","Devised","Brock, Howard","photographer","local","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","group portraits","http://vocab.getty.edu/page/aat/300124525","concert photography","local","","","1939","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/jpeg","local","digitized other analog","","","","A photograph depicting members of the Glen Miller Orchestra while they perform at the Glen Island Casino in New York. Performers from left to right include Miller and Eberle Sings.","","","","Big bands","http://id.loc.gov/authorities/subjects/sh85013942","Jazz","http://id.loc.gov/authorities/subjects/sh85069833","Swing (Music)","http://id.loc.gov/authorities/subjects/sh90002707","Band musicians","http://id.loc.gov/authorities/subjects/sh85011501","","","","","","","","","Glenn Miller Orchestra","http://id.loc.gov/authorities/names/n93005948","Glen Island Casino Orchestra","http://id.loc.gov/authorities/names/no2008061698","","","","","","","","","","","","","","","New Rochelle (Westchester, New York, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/2070774","","","","","","","","","COU-5151_b1_glennMillerGlenIslandCasino_10.jpg","https://doi.org/10.60807/t59oi0","N/A","","University of Colorado Boulder Libraries Archives","Howard Brock photographs (COU: 5151) | box 1","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - GM SF2 copy.jpg","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - Last corrected x.jpg","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","93","1256996","5595","COU-5151_b1_glennMillerGlenIslandCasino_10.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~93~1256996"
"Glenn Miller Digital Collection","Glenn Miller Orchestra at Glen Island Casino, New Rochelle, New York","Devised","Brock, Howard","photographer","local","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","group portraits","http://vocab.getty.edu/page/aat/300124525","concert photography","local","","","1939","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/jpeg","local","digitized other analog","","","","A photograph depicting members of the Glen Miller Orchestra while they perform at the Glen Island Casino in New York. Tex Beneke might be the performer depicted in the center of this photograph.","","","","Big bands","http://id.loc.gov/authorities/subjects/sh85013942","Jazz","http://id.loc.gov/authorities/subjects/sh85069833","Swing (Music)","http://id.loc.gov/authorities/subjects/sh90002707","Band musicians","http://id.loc.gov/authorities/subjects/sh85011501","","","","","","","","","Glenn Miller Orchestra","http://id.loc.gov/authorities/names/n93005948","Glen Island Casino Orchestra","http://id.loc.gov/authorities/names/no2008061698","","","","","","","","","","","","","","","New Rochelle (Westchester, New York, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/2070774","","","","","","","","","COU-5151_b1_glennMillerGlenIslandCasino_11.jpg","https://doi.org/10.60807/3ohqft","N/A","","University of Colorado Boulder Libraries Archives","Howard Brock photographs (COU: 5151) | box 1","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - GM SF2 copy.jpg","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - Last corrected x.jpg","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","94","1256995","5595","COU-5151_b1_glennMillerGlenIslandCasino_11.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~94~1256995"
"Glenn Miller Digital Collection","Glenn Miller Orchestra at Glen Island Casino, New Rochelle, New York","Devised","Brock, Howard","photographer","local","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","group portraits","http://vocab.getty.edu/page/aat/300124525","concert photography","local","","","1939","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/jpeg","local","digitized other analog","","","","A photograph depicting members of the Glen Miller Orchestra while they perform at the Glen Island Casino in New York.","","","","Big bands","http://id.loc.gov/authorities/subjects/sh85013942","Jazz","http://id.loc.gov/authorities/subjects/sh85069833","Swing (Music)","http://id.loc.gov/authorities/subjects/sh90002707","Band musicians","http://id.loc.gov/authorities/subjects/sh85011501","","","","","","","","","Glenn Miller Orchestra","http://id.loc.gov/authorities/names/n93005948","Glen Island Casino Orchestra","http://id.loc.gov/authorities/names/no2008061698","","","","","","","","","","","","","","","New Rochelle (Westchester, New York, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/2070774","","","","","","","","","COU-5151_b1_glennMillerGlenIslandCasino_12.jpg","https://doi.org/10.60807/wozz1p","N/A","","University of Colorado Boulder Libraries Archives","Howard Brock photographs (COU: 5151) | box 1","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - GM SF2 copy.jpg","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - Last corrected x.jpg","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","95","1256994","5595","COU-5151_b1_glennMillerGlenIslandCasino_12.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~95~1256994"
"Glenn Miller Digital Collection","Glenn Miller Orchestra at Glen Island Casino, New Rochelle, New York","Devised","Brock, Howard","photographer","local","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","group portraits","http://vocab.getty.edu/page/aat/300124525","concert photography","local","","","1939","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/jpeg","local","digitized other analog","","","","A photograph depicting members of the Glen Miller Orchestra while they perform at the Glen Island Casino in New York.","","","","Big bands","http://id.loc.gov/authorities/subjects/sh85013942","Jazz","http://id.loc.gov/authorities/subjects/sh85069833","Swing (Music)","http://id.loc.gov/authorities/subjects/sh90002707","Band musicians","http://id.loc.gov/authorities/subjects/sh85011501","","","","","","","","","Glenn Miller Orchestra","http://id.loc.gov/authorities/names/n93005948","Glen Island Casino Orchestra","http://id.loc.gov/authorities/names/no2008061698","","","","","","","","","","","","","","","New Rochelle (Westchester, New York, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/2070774","","","","","","","","","COU-5151_b1_glennMillerGlenIslandCasino_13.jpg","https://doi.org/10.60807/816ruf","N/A","","University of Colorado Boulder Libraries Archives","Howard Brock photographs (COU: 5151) | box 1","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - GM SF2 copy.jpg","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - Last corrected x.jpg","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","96","1256993","5595","COU-5151_b1_glennMillerGlenIslandCasino_13.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~96~1256993"
"Glenn Miller Digital Collection","Glenn Miller Orchestra at Glen Island Casino, New Rochelle, New York","Devised","Brock, Howard","photographer","local","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","group portraits","http://vocab.getty.edu/page/aat/300124525","concert photography","local","","","1939","2026","","","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","1 photograph","image/jpeg","local","digitized other analog","","","","A photograph depicting members of the Glen Miller Orchestra while they perform at the Glen Island Casino in New York. Howard Brock is seated to the right of the bandstand.","","","","Big bands","http://id.loc.gov/authorities/subjects/sh85013942","Jazz","http://id.loc.gov/authorities/subjects/sh85069833","Swing (Music)","http://id.loc.gov/authorities/subjects/sh90002707","Band musicians","http://id.loc.gov/authorities/subjects/sh85011501","","","","","","","","","Glenn Miller Orchestra","http://id.loc.gov/authorities/names/n93005948","Glen Island Casino Orchestra","http://id.loc.gov/authorities/names/no2008061698","Brock, Howard","local","","","","","","","","","","","","","New Rochelle (Westchester, New York, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/2070774","","","","","","","","","COU-5151_b1_glennMillerGlenIslandCasino_14.jpg","https://doi.org/10.60807/y9lllt","N/A","","University of Colorado Boulder Libraries Archives","Howard Brock photographs (COU: 5151) | box 1","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - GM SF2 copy.jpg","Exhibit display about the Glenn Miller Orchestra at Glen Island Casino","otherFormat","Photo collage - Last corrected x.jpg","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","97","1256992","5595","COU-5151_b1_glennMillerGlenIslandCasino_14.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~97~1256992"
"Glenn Miller Digital Collection","Group photograph of members from the Miller family","Devised","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","family portraits","http://vocab.getty.edu/page/aat/300418028","group portraits","http://vocab.getty.edu/page/aat/300124525","","","approximately 1953","2026","","","","color photographs","http://vocab.getty.edu/page/aat/300128359","1 color slide","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","digitized other analog","","","","Group photograph of members from the Miller family. The man on the right might be Deane Miller with his wife, mother, and child.","","","","Families","http://id.worldcat.org/fast/1728849","","","","","","","","","","","","","","","Miller, Elmer Deane, 1901-1971","local","","","","","","","","","","","","","","","","","","","","","","","","","","","COU-5098_b1_f8_2-104.tif","https://doi.org/10.60807/bj02qp","c83e635e620e6f78e4f0ad1d28f066cf","","University of Colorado Boulder Libraries Archives","Deane Miller collection (COU: 5098) | box 1 | folder 8","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","40","1256885","5595","COU-5098_b1_f8_2-104.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~64~64~40~1256885"
